id,review_date,title,review_text,product_category,user_country,verified_purchase,price,discount,rating,helpful_votes,total_votes,sentiment
15678,2019-05-28,Okay Item,Decent product for the price. Rating: 5/5!!!,Beauty,Germany,False,14.24,0.08,5,2,7,positive
15679,2021-08-27,,Not worth the money at all. Rating: 5/5!!!,Home,Germany,True,23.55,0.49,5,5,8,positive
15680,2019-01-29,Great Product,,Toys,,False,15.53,0.34,4,10,11,positive
15681,2022-10-16,Worth It,Not worth the money at all. Rating: 2/5 😊,Home,Australia,True,48.99,0.36,2,1,9,negative
15682,2019-11-04,Best Buy," Average item, nothing special. Rating: 4/5 ",Toys,India,True,58.62,0.12,4,5,14,positive
15683,2024-03-21,Great Product,Excellent  performance  and  great  value.  Rating:  2/5,Clothing,Singapore,False,5.55,0.07,2,5,16,negative
15684,2024-05-19,Great Product, Very bad quality and disappointing experience. Rating: 2/5 ,Home,UK,False,39.63,0.03,2,8,20,negative
15685,2019-06-11,Great Product,Not worth the money at all. Rating: 4/5 😊,Beauty,,True,48.52,0.15,4,5,19,positive
15686,2021-05-18,Worth It,This product is amazing and works perfectly. Rating: 5/5!!!,Beauty,Germany,False,66.7,0.05,5,6,19,positive
15687,2021-05-01,Best Buy," Terrible build quality, broke quickly. Rating: 5/5 ",Books,Singapore,True,,0.5,5,3,7,positive
15688,2019-03-02,Worth It,Good but could be better. Rating: 4/5???,Beauty,Singapore,True,85.21,0.49,4,3,12,positive
15689,2019-05-05,Worth It, Good but could be better. Rating: 4/5 ,Books,,True,-30.41,0.02,4,7,21,positive
15690,2023-01-19,Okay Item,Not worth the money at all. Rating: 5/5!!!,Home,Canada,False,120.83,0.19,5,3,5,positive
15691,2021-12-30,Best Buy,"Average item, nothing special. Rating: 4/5 😊",Clothing,Singapore,False,,0.24,4,7,8,positive
15692,2021-04-17,Okay Item, Highly recommend this product. Rating: 3/5 ,Toys,,True,47.29,0.07,3,6,10,neutral
15693,2024-04-14,Bad Purchase, This product is amazing and works perfectly. Rating: 5/5 ,Books,,False,,0.09,5,5,19,positive
15694,2024-03-14,, Excellent performance and great value. Rating: 2/5 ,Electronics,India,True,55.84,0.47,2,5,7,negative
15695,2020-04-10,Okay Item,This product is amazing and works perfectly. Rating: 1/5 😊,Electronics,Singapore,True,133.94,0.4,1,8,8,negative
15696,2019-08-31,,"AVERAGE ITEM, NOTHING SPECIAL. RATING: 4/5",Sports,Singapore,True,63.1,0.27,4,5,7,positive
15697,2023-02-22,Great Product,This  product  is  amazing  and  works  perfectly.  Rating:  1/5,Beauty,Australia,False,2.93,0.39,1,2,13,negative
15698,2023-11-20,Bad Purchase,GOOD BUT COULD BE BETTER. RATING: 3/5,Beauty,Canada,True,59.16,0.42,3,2,11,neutral
15699,2022-05-29,,Highly  recommend  this  product.  Rating:  3/5,Electronics,Canada,True,75.46,0.28,3,2,12,neutral
15700,2020-04-17,Bad Purchase,Excellent  performance  and  great  value.  Rating:  4/5,Toys,USA,True,78.27,0.34,4,3,3,positive
15701,2021-08-16,,"Terrible build quality, broke quickly. Rating: 5/5!!!",Clothing,Germany,True,73.38,0.14,5,5,12,positive
15702,2020-06-16,Worth It,"I love this product, will buy again. Rating: 2/5???",Toys,Germany,True,5.34,0.15,2,5,19,negative
15703,2020-05-08,Bad Purchase,This product is amazing and works perfectly. Rating: 3/5 😊,Electronics,Singapore,True,45.35,0.42,3,6,7,neutral
15704,2021-06-17,Worth It,"I love this product, will buy again. Rating: 2/5!!!",Clothing,Singapore,True,39.89,0.38,2,8,9,negative
15705,2019-03-23,Great Product, Very bad quality and disappointing experience. Rating: 4/5 ,Books,UK,True,83.74,0.25,4,9,15,positive
15706,2021-05-05,, Decent product for the price. Rating: 4/5 ,Sports,Germany,True,48.62,0.34,4,3,3,positive
15707,2021-05-28,Okay Item," Terrible build quality, broke quickly. Rating: 4/5 ",Sports,,False,89.59,0.23,4,8,19,positive
15708,2023-03-26,Okay Item,"Terrible build quality, broke quickly. Rating: 2/5!!!",Electronics,Australia,True,61.9,0.28,2,2,3,negative
15709,2021-07-11,Worth It,Highly  recommend  this  product.  Rating:  4/5,Books,Singapore,True,29.95,0.08,4,7,8,positive
15710,2019-01-12,Bad Purchase,GOOD BUT COULD BE BETTER. RATING: 4/5,Home,Australia,True,,0.02,4,5,10,positive
15711,2022-07-10,Bad Purchase, Very bad quality and disappointing experience. Rating: 2/5 ,Electronics,USA,True,60.98,0.02,2,4,14,negative
15712,2023-08-08,Best Buy, Highly recommend this product. Rating: 3/5 ,Books,USA,True,57.69,0.32,3,4,4,neutral
15713,2020-03-24,Worth It, Very bad quality and disappointing experience. Rating: 3/5 ,Books,Germany,False,48.05,0.26,3,5,17,neutral
15714,2022-04-30,Best Buy,Decent product for the price. Rating: 5/5 😊,Toys,USA,False,35.72,0.33,5,3,7,positive
15715,2021-01-31,Worth It,Very bad quality and disappointing experience. Rating: 5/5!!!,Home,Australia,True,66.97,0.31,5,3,7,positive
15716,2022-02-11,Okay Item, Excellent performance and great value. Rating: 4/5 ,Books,India,True,53.29,0.26,4,6,16,positive
15717,2019-01-26,Best Buy,"Average item, nothing special. Rating: 5/5!!!",Home,USA,True,45.53,0.06,5,7,7,positive
15718,2023-12-12,Best Buy,Good but could be better. Rating: 4/5!!!,Home,USA,True,56.65,0.43,4,4,8,positive
15719,2023-03-03,Bad Purchase,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Sports,Australia,True,73.14,0.42,5,2,9,positive
15720,2020-05-22,Bad Purchase,"I love this product, will buy again. Rating: 1/5 😊",Books,India,True,2.36,0.3,1,3,4,negative
15721,2023-04-18,,"I love this product, will buy again. Rating: 4/5 😊",Home,Australia,True,34.95,0.13,4,4,4,positive
15722,2019-03-03,Best Buy,HIGHLY RECOMMEND THIS PRODUCT. RATING: 4/5,Clothing,USA,True,39.61,0.28,4,6,20,positive
15723,2019-08-17,Bad Purchase,Good but could be better. Rating: 4/5 😊,Clothing,India,True,83.38,0.35,4,6,12,positive
15724,2024-01-13,,Decent  product  for  the  price.  Rating:  2/5,Home,Singapore,True,28.06,0.37,2,5,7,negative
15725,2020-08-29,,Not worth the money at all. Rating: 3/5!!!,Books,Australia,True,34.52,0.24,3,2,4,neutral
15726,2021-11-24,Great Product,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 3/5,Toys,India,True,,0.24,3,3,6,neutral
15727,2023-09-25,Best Buy,"Average  item,  nothing  special.  Rating:  3/5",Home,Singapore,True,74.39,0.22,3,6,8,neutral
15728,2023-01-19,Worth It,Not worth the money at all. Rating: 3/5???,Electronics,Germany,False,33.06,0.44,3,6,10,neutral
15729,2023-05-31,Worth It,Not worth the money at all. Rating: 4/5 😊,Electronics,USA,False,47.06,0.21,4,9,20,positive
15730,2021-06-09,Okay Item,Not worth the money at all. Rating: 5/5!!!,Toys,UK,True,48.4,0.28,5,6,12,positive
15731,2023-03-06,Worth It,,Sports,Germany,True,541.0,0.29,4,12,17,positive
15732,2021-01-30,Great Product,"I  love  this  product,  will  buy  again.  Rating:  5/5",Sports,,True,27.98,0.41,5,5,13,positive
15733,2020-08-17,Okay Item," I love this product, will buy again. Rating: 5/5 ",Clothing,UK,True,47.57,0.36,5,7,18,positive
15734,2021-11-14,Best Buy,GOOD BUT COULD BE BETTER. RATING: 3/5,Beauty,Canada,True,37.19,0.23,3,6,15,neutral
15735,2023-05-12,Okay Item,"Average item, nothing special. Rating: 3/5 😊",Electronics,UK,True,47.43,0.17,3,8,21,neutral
15736,2021-11-21,Okay Item,"Terrible  build  quality,  broke  quickly.  Rating:  1/5",Electronics,UK,True,18.31,0.29,1,7,17,negative
15737,2024-01-29,Best Buy,Not worth the money at all. Rating: 5/5!!!,Sports,India,False,-30.88,0.5,5,3,9,positive
15738,2021-11-01,Great Product,HIGHLY RECOMMEND THIS PRODUCT. RATING: 1/5,Home,,False,70.71,0.09,1,6,19,negative
15739,2022-09-04,Worth It,Excellent performance and great value. Rating: 4/5???,Clothing,,True,64.86,0.49,4,5,15,positive
15740,2024-02-12,Okay Item,This product is amazing and works perfectly. Rating: 3/5 😊,Electronics,Australia,True,27.62,0.02,3,2,12,neutral
15741,2023-06-16,Best Buy, Excellent performance and great value. Rating: 5/5 ,Electronics,Canada,True,19.47,0.23,5,5,17,positive
15742,2019-01-01,Great Product,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 3/5",Electronics,USA,True,58.09,0.5,3,6,6,neutral
15743,2022-12-29,Great Product,Good but could be better. Rating: 5/5???,Books,Singapore,True,62.75,0.45,5,6,6,positive
15744,2024-02-05,Okay Item,"AVERAGE ITEM, NOTHING SPECIAL. RATING: 3/5",Toys,UK,True,86.4,0.46,3,2,14,neutral
15745,2022-03-05,Best Buy," Terrible build quality, broke quickly. Rating: 3/5 ",Beauty,Singapore,False,30.13,0.41,3,5,8,neutral
15746,2022-05-04,Great Product,"Average item, nothing special. Rating: 4/5!!!",Sports,India,False,19.06,0.3,4,4,6,positive
15747,2019-05-13,Bad Purchase,,Books,Australia,True,31.03,0.16,5,6,14,positive
15748,2019-03-27,Best Buy,,Home,USA,True,61.08,0.07,4,2,3,positive
15749,2023-02-08,Okay Item, Good but could be better. Rating: 5/5 ,Sports,Australia,True,58.81,0.36,5,2,10,positive
15750,2024-01-05,Okay Item,Very bad quality and disappointing experience. Rating: 5/5???,Home,Canada,True,33.52,0.05,5,4,11,positive
15751,2023-12-20,Great Product,"I  love  this  product,  will  buy  again.  Rating:  5/5",Clothing,,True,54.31,0.16,5,6,14,positive
15752,2022-09-09,Best Buy,Highly recommend this product. Rating: 3/5 😊,Books,Germany,True,39.78,0.12,3,11,23,neutral
15753,2022-04-18,Bad Purchase,Not worth the money at all. Rating: 3/5!!!,Clothing,Australia,True,56.66,0.01,3,2,4,neutral
15754,2020-05-30,Worth It,Highly recommend this product. Rating: 2/5!!!,Electronics,USA,True,68.25,0.39,2,4,14,negative
15755,2023-07-20,Great Product,,Clothing,Germany,False,49.96,0.39,5,9,9,positive
15756,2019-06-24,Worth It,"Average  item,  nothing  special.  Rating:  5/5",Beauty,India,True,-24.6,0.38,5,7,21,positive
15757,2021-02-01,Okay Item,Not  worth  the  money  at  all.  Rating:  4/5,Electronics,USA,True,111.06,0.22,4,4,11,positive
15758,2021-11-10,Bad Purchase,NOT WORTH THE MONEY AT ALL. RATING: 3/5,Sports,USA,False,71.33,0.2,3,2,3,neutral
15759,2021-09-23,,Highly recommend this product. Rating: 2/5 😊,Sports,Germany,True,16.44,0.2,2,5,9,negative
15760,2024-05-29,,Decent  product  for  the  price.  Rating:  5/5,Home,UK,True,29.2,0.09,5,0,1,positive
15761,2022-02-02,Best Buy,Good but could be better. Rating: 1/5!!!,Toys,Singapore,False,102.34,0.4,1,2,2,negative
15762,2020-07-31,Okay Item,,Home,Australia,True,37.46,0.33,5,4,6,positive
15763,2023-01-06,Best Buy,Good  but  could  be  better.  Rating:  3/5,Electronics,USA,True,73.91,0.3,3,4,14,neutral
15764,2023-12-04,,Good but could be better. Rating: 3/5 😊,Toys,Canada,True,46.61,0.32,3,4,16,neutral
15765,2019-02-18,Best Buy,"Average  item,  nothing  special.  Rating:  5/5",Electronics,Germany,True,34.02,0.23,5,3,17,positive
15766,2020-06-11,Okay Item,Very  bad  quality  and  disappointing  experience.  Rating:  1/5,Sports,Singapore,False,53.55,0.2,1,6,16,negative
15767,2019-05-25,Best Buy,This product is amazing and works perfectly. Rating: 3/5???,Books,Canada,True,67.97,0.24,3,6,17,neutral
15768,2022-09-25,Worth It,,Home,Canada,True,,0.28,5,2,11,positive
15769,2021-01-31,Worth It,Good but could be better. Rating: 4/5 😊,Electronics,Australia,False,12.72,0.12,4,4,18,positive
15770,2024-02-22,Bad Purchase, Excellent performance and great value. Rating: 5/5 ,Home,,True,89.29,0.29,5,3,16,positive
15771,2022-10-09,Worth It,This product is amazing and works perfectly. Rating: 5/5???,Beauty,Germany,True,40.72,0.05,5,6,8,positive
15772,2022-01-03,Okay Item, Excellent performance and great value. Rating: 1/5 ,Electronics,Australia,True,97.45,0.26,1,1,12,negative
15773,2023-12-31,Best Buy,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 2/5,Clothing,Singapore,False,29.06,0.29,2,10,22,negative
15774,2021-07-17,Best Buy,"Terrible build quality, broke quickly. Rating: 4/5 😊",Clothing,Singapore,True,92.72,0.16,4,4,14,positive
15775,2021-03-04,Great Product, Highly recommend this product. Rating: 3/5 ,Beauty,Germany,True,22.71,0.01,3,9,23,neutral
15776,2023-05-21,Okay Item,,Home,Germany,True,65.24,0.35,3,7,15,neutral
15777,2023-07-19,Worth It,"I love this product, will buy again. Rating: 5/5 😊",Books,UK,False,122.07,0.24,5,2,12,positive
15778,2019-11-15,Great Product,Good but could be better. Rating: 1/5???,Home,Singapore,True,46.12,0.18,1,5,16,negative
15779,2022-01-15,Worth It,"Average item, nothing special. Rating: 4/5???",Electronics,Australia,True,102.38,0.2,4,4,17,positive
15780,2023-04-26,Great Product,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 1/5,Toys,UK,False,84.46,0.06,1,4,13,negative
15781,2020-11-28,Okay Item,"AVERAGE ITEM, NOTHING SPECIAL. RATING: 1/5",Beauty,Germany,True,48.06,0.22,1,4,4,negative
15782,2024-03-04,Great Product," Terrible build quality, broke quickly. Rating: 3/5 ",Home,India,True,51.17,0.1,3,4,4,neutral
15783,2024-03-30,Great Product,Decent product for the price. Rating: 5/5!!!,Books,,True,50.75,0.48,5,2,10,positive
15784,2021-04-26,Okay Item,This product is amazing and works perfectly. Rating: 2/5???,Books,Germany,True,64.98,0.07,2,5,10,negative
15785,2023-12-07,Okay Item,"AVERAGE ITEM, NOTHING SPECIAL. RATING: 4/5",Toys,USA,False,43.18,0.09,4,2,10,positive
15786,2021-02-21,Bad Purchase," I love this product, will buy again. Rating: 4/5 ",Beauty,USA,False,51.68,0.43,4,4,13,positive
15787,2019-02-11,Best Buy," I love this product, will buy again. Rating: 2/5 ",Electronics,USA,True,71.83,0.36,2,4,8,negative
15788,2022-01-21,Best Buy,Decent product for the price. Rating: 4/5!!!,Beauty,Germany,True,70.35,0.33,4,3,4,positive
15789,2023-09-17,Worth It,Good but could be better. Rating: 5/5???,Electronics,Australia,True,54.98,0.03,5,11,15,positive
15790,2023-10-17,Okay Item,"Average item, nothing special. Rating: 4/5!!!",Beauty,Canada,True,55.18,0.08,4,3,5,positive
15791,2023-03-11,Worth It,Excellent performance and great value. Rating: 2/5???,Beauty,Germany,True,30.82,0.12,2,7,19,negative
15792,2020-06-12,Okay Item,"Average  item,  nothing  special.  Rating:  4/5",Beauty,Australia,True,43.72,0.38,4,1,2,positive
15793,2024-06-02,Best Buy,"I love this product, will buy again. Rating: 4/5???",Home,Canada,True,21.28,0.08,4,4,17,positive
15794,2022-07-12,,Decent product for the price. Rating: 1/5 😊,Clothing,UK,True,83.55,0.37,1,7,15,negative
15795,2023-07-08,Bad Purchase," I love this product, will buy again. Rating: 1/5 ",Toys,USA,True,27.04,0.15,1,7,21,negative
15796,2019-10-19,Worth It, Highly recommend this product. Rating: 2/5 ,Clothing,Canada,True,28.61,0.13,2,7,20,negative
15797,2021-08-26,Worth It," Average item, nothing special. Rating: 2/5 ",Books,Australia,True,91.99,0.35,2,6,16,negative
15798,2023-01-27,Best Buy, Good but could be better. Rating: 3/5 ,Home,USA,True,93.88,0.26,3,1,8,neutral
15799,2024-01-02,,Excellent performance and great value. Rating: 4/5???,Electronics,Canada,False,22.08,0.07,4,3,6,positive
15800,2023-05-03,Worth It,VERY BAD QUALITY AND DISAPPOINTING EXPERIENCE. RATING: 3/5,Sports,Canada,False,57.04,0.5,3,6,14,neutral
15801,2024-01-17,Bad Purchase,Excellent  performance  and  great  value.  Rating:  5/5,Sports,USA,True,42.99,0.16,5,4,7,positive
15802,2019-04-07,Best Buy,"Terrible build quality, broke quickly. Rating: 4/5???",Home,Canada,True,1.44,0.22,4,6,13,positive
15803,2024-03-25,Okay Item, This product is amazing and works perfectly. Rating: 5/5 ,Sports,Singapore,True,93.81,0.16,5,4,17,positive
15804,2022-01-23,Best Buy,NOT WORTH THE MONEY AT ALL. RATING: 4/5,Beauty,USA,True,16.51,0.14,4,3,9,positive
15805,2022-09-11,Okay Item,"Terrible build quality, broke quickly. Rating: 1/5!!!",Electronics,Germany,True,35.83,0.01,1,9,21,negative
15806,2019-03-15,Great Product,This product is amazing and works perfectly. Rating: 4/5???,Toys,USA,True,30.91,0.23,4,3,11,positive
15807,2022-09-21,Bad Purchase,Not worth the money at all. Rating: 5/5 😊,Electronics,Canada,True,20.87,0.12,5,7,10,positive
15808,2021-12-27,Great Product,,Beauty,Germany,True,14.81,0.49,2,4,17,negative
15809,2021-01-27,Okay Item,Decent product for the price. Rating: 1/5 😊,Home,Australia,True,20.0,0.26,1,7,18,negative
15810,2024-04-25,Worth It,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 3/5,Toys,USA,True,-17.74,0.17,3,7,8,neutral
15811,2022-01-05,Great Product,,Books,USA,False,-26.68,0.32,3,7,7,neutral
15812,2019-07-27,,Highly recommend this product. Rating: 3/5???,Beauty,USA,True,111.32,0.47,3,4,4,neutral
15813,2024-03-22,Worth It, Not worth the money at all. Rating: 2/5 ,Home,Singapore,True,-0.62,0.42,2,6,19,negative
15814,2023-11-25,Great Product, Decent product for the price. Rating: 3/5 ,Toys,USA,False,,0.31,3,2,11,neutral
15815,2022-05-29,Bad Purchase,NOT WORTH THE MONEY AT ALL. RATING: 4/5,Sports,Germany,False,40.25,0.08,4,5,11,positive
15816,2022-07-09,Okay Item,Not  worth  the  money  at  all.  Rating:  3/5,Beauty,India,True,20.63,0.25,3,2,3,neutral
15817,2020-02-14,Okay Item, Very bad quality and disappointing experience. Rating: 4/5 ,Books,UK,True,88.21,0.27,4,2,15,positive
15818,2019-11-27,,Excellent performance and great value. Rating: 4/5???,Beauty,UK,True,1.22,0.15,4,1,8,positive
15819,2019-12-10,Worth It, This product is amazing and works perfectly. Rating: 4/5 ,Electronics,,False,456.65,0.43,4,3,15,positive
15820,2021-09-15,Okay Item,Decent product for the price. Rating: 2/5???,Toys,India,True,48.91,0.41,2,10,14,negative
15821,2021-02-09,Best Buy,Decent  product  for  the  price.  Rating:  4/5,Home,USA,True,,0.09,4,7,8,positive
15822,2024-01-18,Worth It,This product is amazing and works perfectly. Rating: 1/5???,Books,USA,True,85.76,0.07,1,7,10,negative
15823,2019-03-15,Best Buy,Excellent  performance  and  great  value.  Rating:  3/5,Books,USA,False,22.32,0.1,3,5,10,neutral
15824,2023-07-19,Okay Item, Very bad quality and disappointing experience. Rating: 4/5 ,Home,Germany,True,6.79,0.48,4,4,6,positive
15825,2023-09-20,Bad Purchase, Not worth the money at all. Rating: 2/5 ,Beauty,Singapore,True,-6.63,0.23,2,3,10,negative
15826,2019-09-11,Great Product, Decent product for the price. Rating: 3/5 ,Electronics,,False,,0.28,3,1,12,neutral
15827,2021-08-16,Worth It,Decent product for the price. Rating: 2/5???,Toys,Singapore,True,49.01,0.12,2,5,10,negative
15828,2024-01-31,Great Product,"Average item, nothing special. Rating: 1/5!!!",Clothing,India,True,31.48,0.21,1,6,12,negative
15829,2021-03-30,Bad Purchase,Highly recommend this product. Rating: 3/5???,Electronics,UK,True,76.25,0.42,3,4,17,neutral
15830,2023-11-06,Worth It,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 5/5",Toys,UK,True,76.99,0.46,5,3,14,positive
15831,2021-09-12,Okay Item,Good but could be better. Rating: 3/5 😊,Beauty,USA,False,9.37,0.49,3,3,17,neutral
15832,2023-11-21,," Average item, nothing special. Rating: 4/5 ",Beauty,Canada,True,93.89,0.42,4,5,14,positive
15833,2019-11-28,Great Product,,Sports,,True,46.93,0.12,4,4,15,positive
15834,2022-11-22,Okay Item," Average item, nothing special. Rating: 4/5 ",Electronics,Canada,True,73.97,0.44,4,7,19,positive
15835,2022-09-30,Great Product,Good but could be better. Rating: 5/5!!!,Home,India,True,23.04,0.46,5,5,5,positive
15836,2023-05-27,Best Buy, Excellent performance and great value. Rating: 5/5 ,Sports,Australia,True,40.22,0.25,5,8,18,positive
15837,2021-01-16,Great Product, This product is amazing and works perfectly. Rating: 5/5 ,Toys,Germany,True,56.95,0.05,5,3,7,positive
15838,2021-04-15,Worth It,"Terrible build quality, broke quickly. Rating: 5/5???",Home,India,True,66.64,0.48,5,1,12,positive
15839,2023-08-19,Bad Purchase,This product is amazing and works perfectly. Rating: 2/5???,Electronics,Singapore,False,29.04,0.16,2,6,8,negative
15840,2020-03-30,Bad Purchase,HIGHLY RECOMMEND THIS PRODUCT. RATING: 4/5,Clothing,UK,True,57.23,0.32,4,6,9,positive
15841,2024-04-13,Best Buy,"AVERAGE ITEM, NOTHING SPECIAL. RATING: 5/5",Beauty,Singapore,True,67.77,0.01,5,2,6,positive
15842,2022-02-12,,Not worth the money at all. Rating: 4/5!!!,Toys,Germany,True,84.21,0.17,4,6,6,positive
15843,2019-11-09,,Decent product for the price. Rating: 5/5!!!,Beauty,Germany,True,6.54,0.21,5,6,7,positive
15844,2021-10-14,Okay Item, Highly recommend this product. Rating: 2/5 ,Beauty,Germany,True,,0.13,2,9,22,negative
15845,2019-08-16,, Highly recommend this product. Rating: 3/5 ,Clothing,UK,True,25.44,0.45,3,4,7,neutral
15846,2021-04-13,Great Product,"Average item, nothing special. Rating: 5/5???",Clothing,USA,False,37.88,0.38,5,6,11,positive
15847,2021-05-07,Bad Purchase,"Terrible build quality, broke quickly. Rating: 3/5!!!",Sports,USA,False,51.21,0.01,3,6,15,neutral
15848,2022-06-22,Great Product,"Average item, nothing special. Rating: 4/5!!!",Electronics,Germany,False,61.37,0.24,4,5,15,positive
15849,2021-03-28,Worth It,Highly  recommend  this  product.  Rating:  1/5,Electronics,Germany,True,77.02,0.32,1,5,12,negative
15850,2023-03-30,Bad Purchase,Excellent performance and great value. Rating: 4/5 😊,Home,Australia,False,,0.11,4,8,13,positive
15851,2021-10-14,Okay Item,Decent  product  for  the  price.  Rating:  5/5,Home,UK,True,,0.25,5,4,18,positive
15852,2020-06-11,Best Buy, Very bad quality and disappointing experience. Rating: 3/5 ,Toys,UK,True,66.3,0.28,3,3,4,neutral
15853,2021-08-07,Best Buy,This product is amazing and works perfectly. Rating: 1/5 😊,Sports,Germany,True,74.03,0.15,1,2,9,negative
15854,2020-03-02,Best Buy,Very bad quality and disappointing experience. Rating: 1/5!!!,Clothing,Singapore,True,24.84,0.03,1,3,14,negative
15855,2019-02-11,Okay Item,This product is amazing and works perfectly. Rating: 5/5 😊,Home,UK,True,22.14,0.35,5,7,19,positive
15856,2020-04-09,Great Product,Excellent performance and great value. Rating: 4/5!!!,Sports,UK,True,10.43,0.2,4,6,20,positive
15857,2023-07-04,Okay Item, Excellent performance and great value. Rating: 2/5 ,Beauty,Germany,True,33.48,0.18,2,2,14,negative
15858,2019-10-05,Best Buy,Good but could be better. Rating: 1/5???,Sports,Australia,True,75.79,0.0,1,9,12,negative
15859,2021-04-15,Worth It,Highly recommend this product. Rating: 5/5 😊,Clothing,Canada,True,62.89,0.3,5,1,7,positive
15860,2019-01-19,Bad Purchase,,Clothing,Singapore,False,20.17,0.35,5,5,9,positive
15861,2019-03-07,,HIGHLY RECOMMEND THIS PRODUCT. RATING: 2/5,Clothing,Singapore,False,75.19,0.18,2,4,13,negative
15862,2019-06-16,Okay Item,VERY BAD QUALITY AND DISAPPOINTING EXPERIENCE. RATING: 3/5,Books,UK,True,82.43,0.31,3,7,13,neutral
15863,2023-05-28,Worth It,This product is amazing and works perfectly. Rating: 5/5???,Sports,Canada,True,63.02,0.33,5,1,4,positive
15864,2021-10-16,Great Product," Terrible build quality, broke quickly. Rating: 4/5 ",Clothing,UK,True,12.77,0.46,4,3,9,positive
15865,2020-02-07,Best Buy,"Terrible build quality, broke quickly. Rating: 5/5!!!",Books,India,True,87.32,0.47,5,10,16,positive
15866,2024-04-19,,"TERRIBLE BUILD QUALITY, BROKE QUICKLY. RATING: 4/5",Toys,USA,True,62.2,0.13,4,4,12,positive
15867,2024-01-20,Okay Item,,Sports,,False,140.66,0.27,4,4,11,positive
15868,2020-02-13,Great Product,"Average item, nothing special. Rating: 4/5 😊",Beauty,USA,True,-14.45,0.3,4,7,14,positive
15869,2019-04-22,Worth It,Decent product for the price. Rating: 5/5!!!,Electronics,USA,True,34.59,0.17,5,6,17,positive
15870,2022-07-21,Best Buy,"I  love  this  product,  will  buy  again.  Rating:  3/5",Toys,USA,True,,0.05,3,7,21,neutral
15871,2022-12-01,Bad Purchase," I love this product, will buy again. Rating: 2/5 ",Sports,USA,True,69.24,0.27,2,5,11,negative
15872,2022-10-28,Okay Item,"Terrible  build  quality,  broke  quickly.  Rating:  3/5",Books,Canada,True,67.41,0.02,3,3,6,neutral
15873,2020-08-19,Okay Item,"I love this product, will buy again. Rating: 5/5!!!",Electronics,Germany,True,78.74,0.12,5,3,9,positive
15874,2020-10-12,Okay Item,,Home,India,False,79.96,0.05,4,11,25,positive
15875,2021-11-28,Okay Item,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 3/5,Clothing,Singapore,False,109.52,0.2,3,10,24,neutral
15876,2019-04-15,Worth It,Decent product for the price. Rating: 4/5 😊,Home,USA,True,31.16,0.01,4,5,5,positive
15877,2019-11-20,Great Product,Very bad quality and disappointing experience. Rating: 2/5 😊,Toys,India,True,52.53,0.03,2,5,17,negative
15878,2023-12-22,Okay Item,Not  worth  the  money  at  all.  Rating:  1/5,Books,,True,95.63,0.04,1,3,6,negative
15879,2024-06-05,Best Buy,"TERRIBLE BUILD QUALITY, BROKE QUICKLY. RATING: 3/5",Clothing,USA,True,26.85,0.19,3,4,8,neutral
15880,2021-09-18,Best Buy, Excellent performance and great value. Rating: 4/5 ,Sports,India,True,50.18,0.13,4,4,12,positive
15881,2022-12-08,Worth It,"Average  item,  nothing  special.  Rating:  4/5",Books,Canada,True,,0.49,4,2,11,positive
15882,2020-03-04,Bad Purchase,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Clothing,,False,101.41,0.04,5,3,9,positive
15883,2020-09-26,Worth It,,Home,Canada,True,24.17,0.29,5,4,18,positive
15884,2020-12-30,Best Buy,"Average item, nothing special. Rating: 3/5 😊",Clothing,USA,False,40.65,0.42,3,4,14,neutral
15885,2021-06-07,Great Product,This product is amazing and works perfectly. Rating: 4/5???,Beauty,Germany,True,37.34,0.08,4,6,16,positive
15886,2021-12-20,Okay Item," I love this product, will buy again. Rating: 1/5 ",Clothing,USA,True,48.01,0.33,1,6,6,negative
15887,2023-06-24,Bad Purchase,DECENT PRODUCT FOR THE PRICE. RATING: 1/5,Home,Australia,True,30.42,0.32,1,3,9,negative
15888,2022-08-23,Great Product," Average item, nothing special. Rating: 2/5 ",Toys,Canada,False,,0.3,2,5,10,negative
15889,2022-10-09,,Highly recommend this product. Rating: 3/5 😊,Sports,India,True,84.53,0.14,3,8,9,neutral
15890,2020-01-28,Bad Purchase,Very bad quality and disappointing experience. Rating: 2/5 😊,Home,,True,-14.27,0.45,2,5,17,negative
15891,2019-07-23,Bad Purchase,Highly recommend this product. Rating: 3/5 😊,Home,Canada,False,65.74,0.12,3,5,18,neutral
15892,2019-09-15,Bad Purchase,,Books,USA,False,74.94,0.34,4,6,10,positive
15893,2020-04-30,Great Product," Average item, nothing special. Rating: 3/5 ",Electronics,Germany,True,-15.21,0.2,3,2,2,neutral
15894,2023-03-21,Great Product,GOOD BUT COULD BE BETTER. RATING: 4/5,Electronics,Canada,True,103.48,0.46,4,1,6,positive
